session_id,action_type,query,intent,answer,status
b549561f-7896-4f10-8448-7a72e8efb399,typed,Hi,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
20c2f791-2182-450f-987e-7d9800bb92fa,typed,Eisinia Fetida Red Earth Worms,Search Product on DIR,"Please click <a href=""https://m.indiamart.com"" target=""_blank"">here</a> to search any product/service you are looking for.

If you are not able to find the required product, you can post your buy requirement through <a href=""https://m.indiamart.com/postbuy.php"" target=""_blank"">here</a>.

<a href=""https://help.indiamart.com/knowledge-base/search-a-product/"" target=_blank>Know More</a>",Y
ea8a349f-a9cb-47a1-b3bd-60291d53d7d2,template,Thank you for contacting Vishal Sewtech! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
80e0d33a-7efc-4a55-8685-36627c29a149,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
d6655510-341b-40de-b8e4-f594e1da5c04,suggested,Add Products,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",Y
27a022a9-c04b-4d65-807c-2d96a88ea196,typed,Flag details please,Edit contact details,Please select any of the below options,N
b6885a6d-f8bb-4774-a344-b50320afb281,typed,Hii,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
73e75d27-567a-46fa-8397-68b1584a4bfd,typed,Yes,,Great!,Y
ed219b91-8a2f-4d7f-8c84-ef20b44def7c,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
27b0bbfd-2551-4016-9b55-4d5f949cce16,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
9f2235d9-94c4-451b-a51b-9c7146fb8417,typed,Vyayam per bhejna nahin a Raha chahie,Irrelevant Buy leads,"If the BuyLeads you receive is not relevant to your business, you must check the following:

<b> 1. </b>Products added to your catalog: All your products must be available in your catalog with correct names, images and description.
<b> 2. </b>Product mapping: Every product in your catalog should be mapped to the correct product category.
<b> 3. </b>Location preference: You must set appropriate location preference so as to receive BuyLeads from the location of your choice.

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/ByCcK46z818"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",NA
3e7cb250-3182-4bc2-8dc4-a0284259a192,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
f7c68443-f32a-4a7b-a1b9-c12a8604ae3e,typed,This type  available here,Attachment format with a reply,"Formats supported by Lead Manager are images, PDF, DOC and Excel.
Maximum size of each document can be 5 MB.",N
686bbc64-3c15-4093-b6b6-6852525ed09d,template,Call me,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
185cee3f-5a5b-4bf9-aba8-72f2d5850dad,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
3ee62173-c64f-48e6-8515-3de40f9fadf2,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
18fb03d1-bb6b-46d4-87db-4a2217ddba40,typed,Or tablet containers big size,Visiting Card Size,The maximum size of business/visiting card is 1 MB.,N
9083d772-c699-402a-ad75-cc16c5b36081,typed,Hii,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
ef67814f-c823-4c00-a400-6549d6951108,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
e5b8e421-c93d-4350-9e62-df39d704e3d5,typed,I need 200 qty,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
27ada4a3-376a-4a5d-83c7-6cac9bf735db,typed,Thank You !!! for contacting uPVC DOOR & WINDOW SYSTEMS!ðŸªŸ Please let us know how we can help you.,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
283aefd3-cb5e-4ba4-92a1-87c19e573c4f,typed,100/-,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
8864c770-41ed-4f9d-92fe-0a98c9c28084,typed,Yah wale spry agar ham aapse courier ke through mangvaen 12 to kya price padega Inka,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",NA
625d0597-bb9b-4952-bb9d-e42faecc470d,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
c8fb3dbe-a72b-425b-b11d-73c02f2e637f,typed,Hi am interested  this protected,Security in PYIM,"Yes, the transactions made via Pay with IndiaMART are secure with 256-bit encryption technology. Your online transaction on Pay with IndiaMART is protected with the highest levels of transaction security currently available on the Internet.",N
cf03e5f6-3861-4377-8fe2-de2ad4c3100a,suggested,Help Videos,Help Video Gallery,"Introducing the <b>Help Video Gallery</b>, a central place to find all Help videos to assist our users.

Please click <a href=""https://help.indiamart.com/video/"">here</a> to view help videos.",Y
fd6d88a5-e09d-4b25-9062-8289711c7a8b,typed,Hy,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
9109a2e4-b862-4e53-babb-7f40b4aaaa56,typed,Supremo Duct Air Cooler,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
870ed001-69cb-4ad9-a043-cf290e016528,typed,I want Cement,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,N
bbc859a8-7c18-4737-8a04-712e93f37c89,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
746522c1-6d62-4f39-a2d7-a8381c6dafbe,template,Thank you for contacting Easy Equipments! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
b4eeec58-118d-4ab7-8109-7b2c375620cd,typed,MRP 500,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
2a4bfd65-1b19-456e-9733-78dd25039e6e,typed,"Thank you for your message. Were unavailable right now, but will respond as soon as possible.",Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
6a7c9bd9-8531-4f55-8d25-fe6a318282dc,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
ed32cf68-0603-4ac1-9978-7495f379d15d,typed,Sending images for dental products Uniquefy,Add Product images,"To add your products please visit <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
You can also add products using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a>

 <a href=""https://help.indiamart.com/knowledge-base/add-product-images"" target=_blank>Know More</a>",Y
85bb20a4-21e7-42f1-aac5-cfe4d894173a,typed,Can you deliver this medicine to uk,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",Y
8adb272f-5d84-46d5-bc8a-61ef374e7328,typed,Price 16000 pmt,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",Y
c24b7adc-37b0-4bea-acec-0e8248b04f51,typed,i need strijene tablet,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,N
3898a0bd-b963-475f-a909-938d47d19d94,typed,Hiii,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
94410f84-ed37-474a-bb2c-c5e98b01aea4,typed,You have keys,CRM Key,"Through CRM key, we give you the provision to integrate your enquiries data with another CRM software that you might be using for managing your business. 

 <a href=""https://help.indiamart.com/knowledge-base/lms-crm-integration/"" target=_blank>Know More</a>",N
beb6fc30-abac-490e-853d-924d73faf9de,typed,85/-,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
600cf046-d35d-420f-b5b3-483ad8ea473e,typed,Hii,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
c2e3bfdb-bbda-4396-b9c7-1e42005e2b29,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
10cb8187-90bf-45d5-a8c7-27c4b9ed10d4,suggested,Add Products,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",Y
15e38b54-0e5b-49d6-b89a-574cfc7d41a0,template,Thank you for contacting D A Enterprises Dyes And Chemical  Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
73036f7f-2281-4567-80e2-065992703eed,typed,"Punyashlok Agro Karjat 
Maize Mill 50  MT PER DAY  QT",Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",NA
0e6d5264-5261-4c00-b99a-824a773956bd,typed,Lana,faq vyapar,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hPfNBvRM-Tw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

Please visit <a href=""https://vyaparapp.in/"" target=_blank>https://vyaparapp.in/</a> to download Vyapar App

<a href=""https://help.indiamart.com/knowledge-base/faq-vyapar/"" target=_blank>Know More</a>",N
